,Datetime,Tweet Id,Text,Username,language,location,text-english
12,2021-07-29 23:08:12+00:00,1420883887400669184,"#AparicionConVidaYa 
#VenceráLaVida #LasCallesSonNuestras 
#CampañaSocial #GarantiasProtestaSocial #Impunidad
#CaliColombia #YoCreoEnCali #DDHH
#DerechosHumanos #SOSColombia
#ColombiaEnAlertaRoja #NosEstanMatando
#ONU #CambioSocial #FotoJournalismo
#ReporteriaGrafica https://t.co/qadaTe9pLF",cdrcorporacion,und,"Valle del Cauca, Colombia","#AparicionConVidaYa 
#VenceráLaVida #LasCallesSonNuestras 
#CampañaSocial #GarantiasProtestaSocial #Impunidad
#CaliColombia #YoCreoEnCali #DDHH
#DerechosHumanos #SOSColombia
#ColombiaEnAlertaRoja #NosEstanMatando
#ONU #CambioSocial #FotoJournalismo
#ReporteriaGrafica https://t.co/qadaTe9pLF"
13,2021-07-29 18:23:02+00:00,1420812122745982978,@ColombiaOscura Otra masacre.. y el gobierno que hace...? #DuqueAsesino #NosEstanMatando #GobiernoGenocida @HELIODOPTERO,jatruji,es,"Ibague, colombia",@ColombiaOscura Another massacre.. and the government that does...? #DuqueAsesino #NosEstanMatando #GobiernoGenocida @HELIODOPTERO
14,2021-07-29 17:20:05+00:00,1420796281623130118,Hasta cuando este gobierno permite el genocidio  de la gente del bajo Cauca antioqueño #Ituango #Ituangonosnecesita @RiosVivosColom #NosEstanMatando #GobiernoGenocida @CIDH https://t.co/iAV7Ya0BQf,PTO_RESISTENCIA,es,Cali (Colombia) - Sur America,Even when this government allows the genocide of the people of the lower Cauca of Antioquia #Ituango #Ituangonosnecesita @RiosVivosColom #NosEstanMatando #GobiernoGenocida @CIDH https://t.co/iAV7Ya0BQf
15,2021-07-29 15:09:23+00:00,1420763390402781185,@mbachelet #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH  #QuienDioLaOrden #QuePareElGenocidio @JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota,latinapuntocom,und,"Bogotá, D.C., Colombia",@mbachelet #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH  #QuienDioLaOrden #QuePareElGenocidio @JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota
16,2021-07-29 13:42:31+00:00,1420741530222878731,"#ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH  #QuienDioLaOrden #QuePareElGenocidio

    @JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota https://t.co/mJh1uPydwO",latinapuntocom,und,"Bogotá, D.C., Colombia","#ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH  #QuienDioLaOrden #QuePareElGenocidio

@JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota https://t.co/mJh1uPydwO"
17,2021-07-29 13:33:26+00:00,1420739242196672516,@CaracolBga @versach37281434 Los narcoñeros del grupo terrorista primera línea provocando a las autoridades para después decir #NosEstanMatando,FreddyS69782265,es,"Bucaramanga, Colombia",@CaracolBga @versach37281434 The narcoñeros of the frontline terrorist group provoking the authorities and then saying #NosEstanMatando
18,2021-07-29 13:25:18+00:00,1420737197842604036,@serghiomartinez @PoliciaColombia @jaimepumarejo #NosEstanMatando,MaryCruzPertuz,und,"Barranquilla, Colombia",@serghiomartinez @PoliciaColombia @jaimepumarejo #NosEstanMatando
19,2021-07-29 12:05:22+00:00,1420717082619092994,@sofiorozco En serio toco . . .  #NosEstanMatando  #soslondon  y la vamos a tumbar todas https://t.co/OkSn71TdwL,bot_edo,es,colombia,@sofiorozco I seriously play . . . #NosEstanMatando #soslondon and we're going to knock it down all https://t.co/OkSn71TdwL
20,2021-07-29 10:59:58+00:00,1420700621494226944,@EnterateCali Hasta cuando tenemos que sufrir tanto los caleños de esta forma? @AlcaldiaDeCali @PoliciaCali #NosEstanMatando,2012Labac,es,"Cali, Colombia",@EnterateCali until when do we have to suffer so much the caleños in this way? @AlcaldiaDeCali @PoliciaCali #NosEstanMatando
21,2021-07-29 04:48:09+00:00,1420607053534531586,"@Col_Informa #comisioninteramericanadederechoshumanos
#EuropeanCourtofHumanRights
#amnistiainternacional
#civilrightsdefenders
#HumanRightsDefenders
#humanrightswhithoutfrontiers
#humanrights #UribeDioLaOrden #NosEstánMatando
#wola
#ONG
#ONU
#Telemundo
#Univision
#onuderechoshumanos",kamikassi_o9,und,Bogotá Colombia,"@Col_Informa #comisioninteramericanadederechoshumanos
#EuropeanCourtofHumanRights
#amnistiainternacional
#civilrightsdefenders
#HumanRightsDefenders
#humanrightswhithoutfrontiers
#humanrights #UribeDioLaOrden #NosEstánMatando
#wola
#ONG
#ONU
#Telemundo
#Univision
#onuderechoshumanos"
22,2021-07-29 04:46:56+00:00,1420606746989576192,"@JUANCAELBROKY @NotiBAdentro @CaminanteGP #comisioninteramericanadederechoshumanos
#EuropeanCourtofHumanRights
#amnistiainternacional
#civilrightsdefenders
#HumanRightsDefenders
#humanrightswhithoutfrontiers
#humanrights #UribeDioLaOrden #NosEstánMatando
#wola
#ONG
#ONU
#Telemundo
#Univision
#onuderechoshumanos",kamikassi_o9,und,Bogotá Colombia,"@JUANCAELBROKY @NotiBAdentro @CaminanteGP #comisioninteramericanadederechoshumanos
#EuropeanCourtofHumanRights
#amnistiainternacional
#civilrightsdefenders
#HumanRightsDefenders
#humanrightswhithoutfrontiers
#humanrights #UribeDioLaOrden #NosEstánMatando
#wola
#ONG
#ONU
#Telemundo
#Univision
#onuderechoshumanos"
23,2021-07-29 04:04:14+00:00,1420595998200668160,"A esta hora disturbios en la localidad de #Suba, se requiere la presencia de #DerechosHumanos.

#SOSColombiaDDHH 
#NosEstanMatando

https://t.co/FQiOG3P6gJ",LosDeAPieOfic,es,"Bogotá, D.C., Colombia","At this time riots in the town of #Suba, the presence of #DerechosHumanos is required.

#SOSColombiaDDHH 
#NosEstanMatando

https://t.co/FQiOG3P6gJ"
24,2021-07-29 01:39:55+00:00,1420559680674443278,"#comisioninteramericanadederechoshumanos
#EuropeanCourtofHumanRights
#amnistiainternacional
#civilrightsdefenders
#HumanRightsDefenders
#humanrightswhithoutfrontiers
#humanrights #UribeDioLaOrden #NosEstánMatando
#wola
#ONG
#ONU
#Telemundo
#Univision
#onuderechoshumanos https://t.co/N11CI87sII",kamikassi_o9,und,Bogotá Colombia,"#comisioninteramericanadederechoshumanos
#EuropeanCourtofHumanRights
#amnistiainternacional
#civilrightsdefenders
#HumanRightsDefenders
#humanrightswhithoutfrontiers
#humanrights #UribeDioLaOrden #NosEstánMatando
#wola
#ONG
#ONU
#Telemundo
#Univision
#onuderechoshumanos https://t.co/N11CI87sII"
25,2021-07-29 01:39:39+00:00,1420559616606412801,"@GustavoBolivar #comisioninteramericanadederechoshumanos
#EuropeanCourtofHumanRights
#amnistiainternacional
#civilrightsdefenders
#HumanRightsDefenders
#humanrightswhithoutfrontiers
#humanrights #UribeDioLaOrden #NosEstánMatando
#wola
#ONG
#ONU
#Telemundo
#Univision
#onuderechoshumanos",kamikassi_o9,und,Bogotá Colombia,"@GustavoBolivar #comisioninteramericanadederechoshumanos
#EuropeanCourtofHumanRights
#amnistiainternacional
#civilrightsdefenders
#HumanRightsDefenders
#humanrightswhithoutfrontiers
#humanrights #UribeDioLaOrden #NosEstánMatando
#wola
#ONG
#ONU
#Telemundo
#Univision
#onuderechoshumanos"
26,2021-07-28 21:23:16+00:00,1420495093149192204,"#SOScolombiaddhh #NosEstanMatando #QuienDioLaOrden @PLineaJuridica  representan los derechos del pueblo,  #NoVotoPorLosMismos acabar con los abusos de los mismos con las mismas corrupción campante #InscribeTuCedula cambiar ese congreso es la tarea en primera. https://t.co/y7EbvNOoHc",beltranctc,es,Colombia,"#SOScolombiaddhh #NosEstanMatando #QuienDioLaOrden @PLineaJuridica represent the rights of the people, #NoVotoPorLosMismos put an end to the abuses of the same with the same rampant corruption #InscribeTuCedula change that congress is the task in the first place. https://t.co/y7EbvNOoHc"
27,2021-07-28 20:33:07+00:00,1420482471343362054,"El #abandonoestatal sigue siendo una de las principales causas del recrudecimiento de la #violencia en #Colombia

#BastaYa ✋🏾📢
#elsilencioescómplice #nosestanmatando #queparelamatanza #alzamoslavoz #indepaz #soscolombia #duque #sosituango #colombiadespierta #colombiaenalertaroja",BastaYaApp,es,"Medellín, Colombia","The #abandonoestatal remains one of the main causes of the upsurge in #violencia in #Colombia

#BastaYa ✋🏾📢
#elsilencioescómplice #nosestanmatando #queparelamatanza #alzamoslavoz #indepaz #soscolombia #duque #sosituango #colombiadespierta #colombiaenalertaroja"
28,2021-07-28 18:42:45+00:00,1420454699212345345,"@AlexKleinO Los cómplices:
  #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando  #QuienDioLaOrden #QuePareElGenocidio
@JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota",latinapuntocom,es,"Bogotá, D.C., Colombia","@AlexKleinO Accomplices:
  #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #QuienDioLaOrden #QuePareElGenocidio
@JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota"
29,2021-07-28 16:33:59+00:00,1420422292044226563,"🦠Los que van a salir a marchar éste fin de semana aténgansen a las consecuencias, ya no es Covid19 el que mata, está el Delta y es mucho peor... 

#NosEstánMatando ? 🦠Pero las cepas 😡",Mi_Glori,es,Colombia,"🦠The people who are going to march this weekend will abide by the consequences, it is no longer Covid19 that kills, there is the Delta and it is much worse... 

#NosEstánMatando ? 🦠But 😡 strains"
30,2021-07-28 15:07:04+00:00,1420400419424120832,@ClaudiaLopez esta entretenida con sus maricaditas mientras en Bogotá (al estilo de los Petroñeros) #NosEstanMatando 💅🏻 https://t.co/uKwcUw5nj1,NataParaca,es,"Bogotá, D.C., Colombia",@ClaudiaLopez is entertained with her maricaditas while in Bogotá (in the style of the Petroñeros) #NosEstanMatando 💅🏻 https://t.co/uKwcUw5nj1
31,2021-07-28 14:37:49+00:00,1420393058114359303,"Les invito a viajar en el tiempo, un viaje a la colombia de 1988. Nada ha cambiado #Colombia #OlimpiadasTokio2020 #NosEstanMatando #SOSColombiaDDHH 

https://t.co/rBLZYm70sJ",CosmosoftRoot,es,"Bogotá, Colombia","I invite you to travel back in time, a trip to colombia in 1988. Nothing has changed #Colombia #OlimpiadasTokio2020 #NosEstanMatando #SOSColombiaDDHH 

https://t.co/rBLZYm70sJ"
32,2021-07-28 14:15:57+00:00,1420387555594457091,en el propio uniforme de general Camacho y el QR no sirvió...parece que el uniforme estaba muy nuevo y el código no estaba activado #nosestanmatando https://t.co/9mk6Q4zPKX,jhonhiguera49,es,bogota colombia ,in General Camacho's own uniform and the QR did not serve... it looks like the uniform was very new and the code wasn't activated #nosestanmatando https://t.co/9mk6Q4zPKX
33,2021-07-28 13:19:00+00:00,1420373226023227395,#ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH  #QuienDioLaOrden #QuePareElGenocidio @JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota https://t.co/gzmH2SdbmK,latinapuntocom,und,"Bogotá, D.C., Colombia",#ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH  #QuienDioLaOrden #QuePareElGenocidio @JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota https://t.co/gzmH2SdbmK
34,2021-07-28 13:16:19+00:00,1420372549616160768,"@UN @Refugees #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio
#ItuangoSOS
#ItuangoNosNecesita
    @JMVivancoHRW @alemEmbajador",latinapuntocom,und,"Bogotá, D.C., Colombia","@UN @Refugees #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio
#ItuangoSOS
#ItuangoNosNecesita
    @JMVivancoHRW @alemEmbajador"
35,2021-07-28 05:13:05+00:00,1420250937810108420,"✊🏽🇨🇴 Miércoles 28 de Julio 🇨🇴✊🏾

#HiloEnDesarrollo
#ParoNacional #ElParoNoPara #28J #Medellin #MedellinResiste #VivaElParoNacional #SOSColombiaNosEstanMatando #NosEstanMatando #ParoNacional28J #ColombiaEnAlertaRoja https://t.co/85jhIFLQxB",poGoSOLo,es,Medellín - Colombia,"✊🏽🇨🇴 Wednesday, July 28, 🇨🇴✊🏾

#HiloEnDesarrollo
#ParoNacional #ElParoNoPara #28J #Medellin #MedellinResiste #VivaElParoNacional #SOSColombiaNosEstanMatando #NosEstanMatando #ParoNacional28J #ColombiaEnAlertaRoja https://t.co/85jhIFLQxB"
36,2021-07-28 01:47:33+00:00,1420199216387928064,@AidaAvellaE Jajajajjsjakakakkkaaa buena esaaaaaa #fueradeaqui #largodeColombia de los mismos autore de #NosEstanMatando ahora #nosestandeportando jajajajajjajajajaa FUERAAAAAAAA DELINCUENTE ALEMANA y asi deberia pasar con cualquier delincuente del exterior DUROOO HP,martin_lenis1,es,"Cali, Colombia",@AidaAvellaE Jajajajjsjakakakkkaaa good esaaaaaa #fueradeaqui #largodeColombia of the same authore of #NosEstanMatando now #nosestandeportando lol outaaaaaaa GERMAN CRIMINAL and so should happen with any criminal from outside DUROOO HP
37,2021-07-27 22:39:33+00:00,1420151901136506880,"Mi más sinceras disculpas para @alemEmbajador, para Rebecca y @CRIC_Cauca. El Gbno Colombiano vuelve con sus discursos de odio y expulsión; primero fue contra el @CRIC_Cauca y ahora contra Rebecca. #NosEstanMatando #noalacensura #MeDueleColombia #ParoNacional",DiegoFCardona20,es,Colombia,"My sincere apologies to @alemEmbajador, to Rebecca and @CRIC_Cauca. The Colombian Gbno returns with his hate speeches and expulsion; first it was against @CRIC_Cauca and now against Rebecca. #NosEstanMatando #noalacensura #MeDueleColombia #ParoNacional"
38,2021-07-27 21:17:46+00:00,1420131320789934087,Cómo dueles #Colombia #SOSColombia #NosEstanMatando  #SOSItuango https://t.co/SeTTKR6QX4,jorgemaloo,es,"Villavicencio, Colombia",How #Colombia #SOSColombia #NosEstanMatando #SOSItuango https://t.co/SeTTKR6QX4 Hurts
39,2021-07-27 19:02:54+00:00,1420097383191437322,"All power to the people.
#ParoNacional #GobiernoCriminal #NarcoEstado  #NosEstanMatando #nosestanmasacrando #soscolombiaddhh🚨
#ColombiaStrike #soscolombiaddhh #ReformaALaPONAL #desmontedelesmad #15J #21S #21N #28A #25N #20Julio #20J #ParoNacional #MatriculaCero  #nomasmasacres https://t.co/jx4ubowWEh",criptikalsoul,en,Bogota Colombia,"All power to the people.
#ParoNacional #GobiernoCriminal #NarcoEstado  #NosEstanMatando #nosestanmasacrando #soscolombiaddhh🚨
#ColombiaStrike #soscolombiaddhh #ReformaALaPONAL #desmontedelesmad #15J #21S #21N #28A #25N #20Julio #20J #ParoNacional #MatriculaCero  #nomasmasacres https://t.co/jx4ubowWEh"
40,2021-07-27 17:53:50+00:00,1420079998531162113,"@ma_camiladiaz @juanyepes3 #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #QuienDioLaOrden #QuePareElGenocidio
@JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota",latinapuntocom,und,"Bogotá, D.C., Colombia","@ma_camiladiaz @juanyepes3 #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #QuienDioLaOrden #QuePareElGenocidio
@JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota"
41,2021-07-27 17:49:29+00:00,1420078903675265026,"@elespectador @juanyepes3 #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando  #SOSColombiaDDHH #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio
@JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota",latinapuntocom,und,"Bogotá, D.C., Colombia","@elespectador @juanyepes3 #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando  #SOSColombiaDDHH #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio
@JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota"
42,2021-07-27 17:10:09+00:00,1420069004996141069,#NosEstanMatando Este es el #Legado del NarcoGobierno de @IvanDuque #ParoNacional27Jul #AyudaPara #Ituango https://t.co/90uYN9s2C3 https://t.co/l5AMBji2P4,juancadelgado,es,"Bogotá, Colombia",#NosEstanMatando This is the #Legado of @IvanDuque #ParoNacional27Jul #AyudaPara #Ituango https://t.co/90uYN9s2C3 https://t.co/l5AMBji2P4 Narco-Government
43,2021-07-27 15:38:12+00:00,1420045865432059916,"@JMVivancoHRW Deberíamos estar sancionados cómo #Venezuela
  #ColombianGenocide #CapitalistRegime #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @EUCouncil @UEenColombia",latinapuntocom,es,"Bogotá, D.C., Colombia","@JMVivancoHRW We should be sanctioned as #Venezuela
  #ColombianGenocide #CapitalistRegime #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @EUCouncil @UEenColombia"
44,2021-07-27 15:23:08+00:00,1420042073328214022,"#ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando  #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio
@JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota https://t.co/1P9RMXtJrv",latinapuntocom,und,"Bogotá, D.C., Colombia","#ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando  #DuquePareElExterminio #QuienDioLaOrden #QuePareElGenocidio
@JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota https://t.co/1P9RMXtJrv"
45,2021-07-27 13:06:15+00:00,1420007626608369665,"#NosEstánMatando continua el genocidio y barbarie, con total impunidad. Gbno @IvanDuque no presta atención a las recomendaciones d la @CIDH y organismos internacionales, al clamor del pueblo  q pide se les den derechos constitucionales al 💦💧trabajo, Educación Salud dignos😡 https://t.co/2DlkoAKi7K",EmmaVillamizar2,es,"Bucaramanga, Colombia","genocide and barbarism #NosEstánMatando continue, with total impunity. Gbno @IvanDuque does not pay attention to the recommendations of the @CIDH and international organizations, to the clamor of the people q asks to be given constitutional rights to the 💦💧work, Education Health worthy😡 https://t.co/2DlkoAKi7K"
46,2021-07-27 06:08:10+00:00,1419902413016870913,@dicalaca18 #NosEstanMatando,santiagosar,und,"Bogotá, D.C., Colombia",@dicalaca18 #NosEstanMatando
47,2021-07-27 01:57:10+00:00,1419839246496583681,"Ahí si no tiene las pelotas grandes, verdad? @IvanDuque  Como no se trata de reprimir a manifestantes, eso sí lo hace excelente, que tal te pones a actuar ya por quienes lo necesitan, deje de hacer el ridículo #duqueslegacy #SOSColombiaDDHH #NosEstanMatando @inafinogenova https://t.co/J9RrhzuDle",LudwigHetfield,es,"Bogotá, D.C., Colombia","There if you don't have the big balls, right? @IvanDuque Since it is not a question of repressing demonstrators, that does make it excellent, that as you start to act now for those who need it, stop making a fool of yourself #duqueslegacy #SOSColombiaDDHH #NosEstanMatando @inafinogenova https://t.co/J9RrhzuDle"
48,2021-07-27 00:12:37+00:00,1419812938215567361,"#ATENCIÓN

Nueva masacre en Colombia. #58

3 hombres fueron asesinados en una finca en San José de la Fragua, Caquetá, uno de ellos identificado como Jhon Fredy Lugo Franco de 42 años.

#NosEstánMatando. Paren por favor.",ArveyChitiva,es,"Caquetá, Colombia","#ATENCIÓN

New massacre in Colombia. #58

3 men were killed on a farm in San José de la Fragua, Caqueta, one of them identified as 42-year-old Jhon Fredy Lugo Franco.

#NosEstánMatando. Please stop."
49,2021-07-26 23:19:33+00:00,1419799579499827201,⚠️ ALERTA @PLineaPolitico NO REPRESENTA LA PRIMERA LINEA DE NINGUNA CIUDAD.... aprovechados atrevidos ganando gracias con ave marias ajenas #Verguenza  mínimo #LosAguaterosDelESMAD #CaravanaHumanitariaAItuango #SOSColombia #NosEstanMatando,sos_santurban,es,"Santander, Colombia",⚠️ alert @PLineaPolitico DOES NOT REPRESENT THE FIRST LINE OF ANY CITY.... daring profiteers winning thanks with ave marias others #Verguenza minimum #LosAguaterosDelESMAD #CaravanaHumanitariaAItuango #SOSColombia #NosEstanMatando
